Id:ID¿Type¿IdentifierName¿Value¿Location¿Label:LABEL
0¿Program¿¿¿¿Program
1¿VariableDeclarator¿express¿¿¿VariableDeclarator
2¿CallExpression¿¿¿¿CallExpression
3¿Identifier¿require¿¿¿Identifier
4¿Literal¿¿express¿¿Literal
5¿VariableDeclarator¿path¿¿¿VariableDeclarator
6¿CallExpression¿¿¿¿CallExpression
7¿Identifier¿require¿¿¿Identifier
8¿Literal¿¿path¿¿Literal
9¿VariableDeclarator¿cookieParser¿¿¿VariableDeclarator
10¿CallExpression¿¿¿¿CallExpression
11¿Identifier¿require¿¿¿Identifier
12¿Literal¿¿cookie-parser¿¿Literal
13¿VariableDeclarator¿mongoose¿¿¿VariableDeclarator
14¿CallExpression¿¿¿¿CallExpression
15¿Identifier¿require¿¿¿Identifier
16¿Literal¿¿mongoose¿¿Literal
17¿VariableDeclarator¿unless¿¿¿VariableDeclarator
18¿CallExpression¿¿¿¿CallExpression
19¿Identifier¿require¿¿¿Identifier
20¿Literal¿¿express-unless¿¿Literal
21¿VariableDeclarator¿helper¿¿¿VariableDeclarator
22¿CallExpression¿¿¿¿CallExpression
23¿Identifier¿require¿¿¿Identifier
24¿Literal¿¿./utils/helper¿¿Literal
25¿VariableDeclarator¿rulekeeper¿¿¿VariableDeclarator
26¿CallExpression¿¿¿¿CallExpression
27¿Identifier¿require¿¿¿Identifier
28¿Literal¿¿../../RuleKeeper Middleware¿¿Literal
29¿VariableDeclarator¿flatten¿¿¿VariableDeclarator
30¿CallExpression¿¿¿¿CallExpression
31¿Identifier¿require¿¿¿Identifier
32¿Literal¿¿flat¿¿Literal
33¿VariableDeclarator¿app¿¿¿VariableDeclarator
34¿CallExpression¿¿¿¿CallExpression
35¿Identifier¿express¿¿¿Identifier
36¿VariableDeclarator¿v1¿¿¿VariableDeclarator
37¿MemberExpression¿¿¿¿MemberExpression
38¿Identifier¿rulekeeper¿¿¿Identifier
39¿Identifier¿measureRequestTime¿¿¿Identifier
40¿ExpressionStatement¿¿¿¿ExpressionStatement
41¿CallExpression¿¿¿¿CallExpression
42¿Identifier¿v1¿¿¿Identifier
43¿Identifier¿app¿¿¿Identifier
44¿VariableDeclarator¿v2¿¿¿VariableDeclarator
45¿MemberExpression¿¿¿¿MemberExpression
46¿Identifier¿rulekeeper¿¿¿Identifier
47¿Identifier¿init¿¿¿Identifier
48¿ExpressionStatement¿¿¿¿ExpressionStatement
49¿CallExpression¿¿¿¿CallExpression
50¿Identifier¿v2¿¿¿Identifier
51¿Identifier¿mongoose¿¿¿Identifier
52¿VariableDeclarator¿v3¿¿¿VariableDeclarator
53¿MemberExpression¿¿¿¿MemberExpression
54¿Identifier¿mongoose¿¿¿Identifier
55¿Identifier¿model¿¿¿Identifier
56¿VariableDeclarator¿Patient¿¿¿VariableDeclarator
57¿CallExpression¿¿¿¿CallExpression
58¿Identifier¿v3¿¿¿Identifier
59¿Literal¿¿patients¿¿Literal
60¿VariableDeclarator¿v4¿¿¿VariableDeclarator
61¿MemberExpression¿¿¿¿MemberExpression
62¿Identifier¿mongoose¿¿¿Identifier
